,Title,Location,Area Per Sqft,Builder,Status,Price in Lakhs
3716,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3717,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3718,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3719,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3720,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3721,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3722,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3723,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3724,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3725,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3726,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3727,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3728,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3729,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3730,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3731,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3732,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3733,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3734,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3735,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3736,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3737,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3738,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3739,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3740,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3741,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3742,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3743,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3744,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3745,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3746,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3747,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3748,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3749,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3750,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3751,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3752,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3753,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3754,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3755,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3756,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3757,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3758,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3759,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3760,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3761,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3762,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3763,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3764,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3765,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3766,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3767,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3768,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3769,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3770,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3771,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3772,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3773,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3774,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3775,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3776,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3777,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3778,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3779,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3780,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3781,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3782,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3783,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3784,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3785,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3786,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3787,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3788,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3789,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3790,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3791,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3792,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3793,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3794,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3795,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3796,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3797,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3798,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3799,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3800,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3801,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3802,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3803,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3804,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3805,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3806,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3807,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3808,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3809,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3810,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3811,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3812,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3813,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3814,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3815,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3816,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3817,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3818,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3819,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3820,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3821,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3822,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3823,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3824,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3825,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3826,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3827,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3828,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3829,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3830,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3831,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3832,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3833,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3834,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3835,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3836,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3837,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3838,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3839,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3840,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3841,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3842,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3843,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3844,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3845,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3846,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3847,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3848,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3849,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3850,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3851,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3852,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3853,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3854,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3855,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3856,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3857,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3858,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3859,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3860,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3861,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3862,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3863,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3864,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3865,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3866,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3867,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3868,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3869,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3870,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3871,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3872,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3873,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3874,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3875,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3876,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3877,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3878,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
3879,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
3880,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
3881,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
3882,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
3883,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
3884,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
3885,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
3886,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
3887,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
3888,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
3889,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
3890,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
3891,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
3892,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
3893,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
3894,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
3895,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
3896,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
3897,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
3898,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
